author,published_at,like_count,processed_text,sentiment_label,sentiment_score,detected_emotion
@Karan-qr9wd,2022-04-17 02:31:09,1.0,feeling proud father served indian army year,POSITIVE,0.9997767806053162,joy
@maxrovin1263,2022-11-10 17:29:05,0.0,didnt expect prachanda showmost hated person nepal,NEGATIVE,0.9643392562866211,surprise
@Venture_93,2022-11-11 05:53:03,2.0,great brotherbri respect manbrjust reflecting soo called leader mindset knowledge bri hope video would definitely help youth upcoming election bri alot respect brother,POSITIVE,0.9933985471725464,joy
@ajuhapa4190,2022-06-27 00:23:59,1.0,responsible kill son,NEGATIVE,0.9926429390907288,anger
@sunillama2126,2022-11-09 07:31:09,0.0,good jyan mara prachande,POSITIVE,0.9998039603233337,joy
@bermondseysquare2894,2022-11-12 10:12:50,4.0,national dress nalagaune lai pls dont bring programme insult programme dignity,NEGATIVE,0.9775227904319763,anger
@vivekgirdhar9455,2022-06-27 21:57:36,1.0,sankrization way,NEGATIVE,0.98445063829422,neutral
@vanrutgar6536,2022-10-03 20:12:47,1.0,look cross apache ussr era,POSITIVE,0.7650184631347656,neutral
@FACTSTIME124,2022-05-19 17:11:57,1.0,nice motivational song,POSITIVE,0.9998514652252197,neutral
@basanta_____limboo5841,2022-02-18 15:55:27,1.0,dont like prachand,NEGATIVE,0.960232138633728,neutral
@MASTER-un7ey,2022-08-01 15:48:22,1.0,nice song,POSITIVE,0.9998550415039062,joy
@sohonagegurukulaya,2022-06-22 13:56:37,2.0,great army recspect sri lanka,POSITIVE,0.9987232089042664,neutral
@rasnabyanj,2022-10-14 03:39:17,0.0,high time everyone vote wisely making general public aware matter also one important part bringing change access internet medium also village may access casting vote respective candidate aware reality history candidate,POSITIVE,0.9981451034545898,neutral
@loktiwari561,2022-11-09 03:46:42,0.0,brother love brbut call prachanda become nice indian agent ash wholebrhe claiming indian waged civil war nepal done brplease dont cal traitor brdont give space kind people brma yo sabai bad sabda ko lagi maf chahanchhu bud dont deserve much respect brother love podcast,NEGATIVE,0.8965466022491455,anger
@jeevanbasnet1516,2022-11-04 12:52:59,0.0,love content love daiwe need type video,POSITIVE,0.9954428672790527,neutral
@dharmalama3025,2022-11-03 00:08:05,0.0,jay prachanda,POSITIVE,0.9841417670249939,neutral
@ajuhapa4190,2022-11-07 22:37:28,13.0,prachande tero chora moryoo tero paap le talai ajhai pugeko chaina,NEGATIVE,0.9922701120376587,neutral
@samangsonggms4677,2022-10-25 03:13:39,0.0,making video opposite himbrbrnispakshya video banaunu praya garau,NEGATIVE,0.9837648272514343,neutral
@Anime-tw4nc,2022-11-08 07:08:32,5.0,nice see politians show,POSITIVE,0.9977095127105713,joy
@beingentrepreneur4735,2022-11-13 08:22:26,1.0,dont teach father bb,NEGATIVE,0.9977076053619385,neutral
@rakhisrini,2022-04-27 07:56:47,1.0,grandiloquent style song,POSITIVE,0.9969927072525024,neutral
@deepgurung1806,2022-11-11 14:08:12,1.0,comred prachanda,POSITIVE,0.9494253993034363,neutral
@sandeeppudasaini9056,2022-11-13 22:11:12,1.0,totally earthbrwhat passion personalitybrsalute cm,POSITIVE,0.9830551147460938,neutral
@vinaysharma9080,2022-08-21 15:37:48,0.0,cracked upsc ac exam bad luck failed medical exam,NEGATIVE,0.9993488192558289,sadness
@bhawanapyakurel9205,2022-04-13 10:28:59,2.0,wow nice song vinaju,POSITIVE,0.9997788071632385,surprise
@afreen1386,2022-07-04 18:13:09,0.0,proud indian soldier,POSITIVE,0.9998326301574707,joy
@pramodpawar1560,2022-06-20 07:03:23,4.0,indian land inch like mother u wont allow anyone step distract mindset come friendship welcome time best usbut otherwiseonce comand senior ready die amp required ready eat inch breakfast lunchand snack blood plodded,NEGATIVE,0.9801039695739746,joy
@mysterygaming2462,2022-04-12 16:04:43,10.0,song connects disconnected heartbrlove support prachanda rai whole team,POSITIVE,0.9962193369865417,neutral
@Nidaqueenwithenglish,2022-09-10 10:30:55,21117.0,muslim song nicemillion se jada sun chuki hoon isko orshiv tandav kodo song bhut hi energy dete muje,NEGATIVE,0.9689224362373352,joy
@renukastha7354,2022-04-21 02:23:04,2.0,nice song prachanda brother nice voice,POSITIVE,0.9997249245643616,joy
@anilkirati568,2022-02-18 21:14:43,2.0,great,POSITIVE,0.9998630285263062,joy
@mrhimal,2022-11-08 12:03:21,0.0,keep inviting corrupt politician,POSITIVE,0.9965195655822754,anger
@NikhilTiwari-VT,2022-10-03 16:42:03,94.0,proud indian airforce amptheir made india combat flying equipment,POSITIVE,0.9997971653938293,joy
@atulsubedi,2022-04-19 23:05:36,2.0,beautiful song nice try,POSITIVE,0.9997966885566711,joy
@nishantrana8075,2022-05-25 12:42:13,1.0,hrefhttpswwwyoutubecomwatchvreawlkuzncampta hit hard,NEGATIVE,0.9977706670761108,neutral
@haiderkayani7954,2022-09-05 05:57:02,0.0,im pakistani dn know wht saying vibing,NEGATIVE,0.9940628409385681,sadness
@koyodynax2403,2022-10-17 11:32:14,0.0,next video nepalchina friendly industrial park,POSITIVE,0.8973055481910706,neutral
@mrnmt1122,2022-01-29 17:40:07,0.0,perfect,POSITIVE,0.9998517036437988,neutral
@rachhak,2022-10-31 18:36:33,3.0,specially thanks badri pangeni,POSITIVE,0.999502420425415,neutral
@zahidramzan9999,2022-05-12 06:10:05,11.0,respect kashmir,POSITIVE,0.998735249042511,anger
@AsheshPokhrel,2022-11-09 14:14:34,10.0,believe nepalese people still dont know maybe dont deserve legend legend done many thing free speech equality revolution democracy many good thing happened nd term month prime ministership people criticize everyone criticizing guarantee limited power done many thing party oli congress always pulling back loadshading projected year month prime ministership ended,NEGATIVE,0.9885159730911255,surprise
@AnyHelp89,2022-10-16 14:09:36,0.0,good evilhe jst sinner deed,POSITIVE,0.9922060370445251,sadness
@pa3634,2022-11-12 11:40:15,0.0,national problem,NEGATIVE,0.9968081116676331,neutral
@roshantamang4106,2022-11-08 10:51:56,58.0,karma see sooner later innocent soul lost civil war haunt,NEGATIVE,0.6875016689300537,sadness
@drakenkraken8455,2022-10-03 17:52:46,2.0,ecuador returned india helicopter crashed,NEGATIVE,0.9964343309402466,sadness
@kumarvlogs1617,2022-02-18 06:27:51,2.0,political attachment better famous artist,POSITIVE,0.849999189376831,neutral
@ram-v6i8z,2022-09-21 00:41:56,0.0,sumptuous performance like bio diverse people,POSITIVE,0.9997937083244324,joy
@roht1634,2022-11-10 19:40:31,0.0,happy see terrorist murderer,POSITIVE,0.9972744584083557,joy
@aayushbajgai6846,2022-11-01 05:20:41,5.0,great song,POSITIVE,0.9998729228973389,joy
@gopalbhul9878,2022-11-02 18:11:40,1.0,yatharta git ho good song,POSITIVE,0.9992276430130005,joy
@sushioudenaarde,2022-11-09 16:48:09,0.0,sobrmuch selfcentred,NEGATIVE,0.9892826080322266,neutral
@ABRVLOGS1,2022-04-22 12:21:08,2.0,simple beautiful,POSITIVE,0.9998824596405029,joy
@kedardiyali8888,2022-04-14 03:09:11,1.0,wow song,POSITIVE,0.9997456669807434,surprise
@Bikramthakuri999,2022-02-18 12:35:24,1.0,great leader nepal,POSITIVE,0.9997859597206116,joy
@deeptigarg2621,2021-11-05 17:36:39,250.0,respect qatar actually indian live qatar,POSITIVE,0.9986842274665833,neutral
@SilentPlague57,2021-11-04 08:15:29,287.0,lot love karachi pakistan jai hind,POSITIVE,0.9798449277877808,neutral
@su-mitramagar8212,2022-04-16 08:32:09,2.0,wow congratulation team,POSITIVE,0.9997007846832275,surprise
@VVVedic,2022-01-30 06:37:51,34.0,ordinary songeach word song feel immense energyamp dedicated great mahabharata biggest war human history foughtvictory truth evil,POSITIVE,0.9983792304992676,joy
@BalBahadurRajbanshiOfficial,2022-04-14 03:47:00,4.0,beautiful creation congratulation entire team,POSITIVE,0.9998763799667358,joy
@kpoli7494,2022-10-18 02:08:47,0.0,informative video really appreciate please upload youth could know politics decide vote,POSITIVE,0.9991748929023743,neutral
@CaioCezar024,2022-10-04 12:44:45,0.0,hasnt war showed helichops become obsoletebrone stinger one chopper,NEGATIVE,0.9568595886230469,neutral
@toreviveindianhistory9537,2021-11-22 10:15:47,144.0,knowledge want brahman brby strength want kshatriyabrby business want vaishyabrby service want shudrabrbri hindu brjai bhavanibrjai shivaji,NEGATIVE,0.961390495300293,neutral
@palashmahadi007,2022-10-13 16:13:57,1.0,indian indigenous hal prachandbrengine brelectronic warfare bronboard sensor brm canon,NEGATIVE,0.9834449887275696,neutral
@roniroy1061,2022-10-04 15:31:33,5.0,kevin coming lolol attack poor thing gotta raise salary,NEGATIVE,0.999065101146698,sadness
@mallashyam,2022-04-16 04:28:41,2.0,coming watch dayahang ra laxmi bardewa,POSITIVE,0.9838798642158508,neutral
@otakuuniverse259,2022-10-21 10:02:26,0.0,gfs story dad killed maoist burnt alive petrol pump grandfather property looted away losing dad age month one thing constant suppression mother face relative make sick core never liked prachanda begin story increased hatred fold dont know saying hope dy gruesome death ko rin chukaaunu xa tesle,NEGATIVE,0.9940016865730286,fear
@bmproduction7834,2022-11-17 21:48:45,0.0,great leder,POSITIVE,0.9997451901435852,neutral
@ramkeryadav465,2021-11-11 01:29:24,0.0,wish,POSITIVE,0.9714824557304382,neutral
@dibyaangla3690,2022-05-03 05:56:41,1.0,chemistry amazing,POSITIVE,0.9998854398727417,surprise
@goodheart1173,2022-11-08 20:04:18,0.0,kp interesting,POSITIVE,0.9988611936569214,surprise
@dhurbabahadurshahi8434,2022-10-30 16:08:57,0.0,right,POSITIVE,0.9998270869255066,neutral
@sudeepacharya692,2022-11-12 13:31:58,0.0,bullshit clearly see manipulative skill used gain power youre using suppress growing power youth example corporate field bos le afno employee lai quotwork hard youll reach todayquot vanxa tara reality tyo kaile tya pugna sakdaina tesari khali afno revenue badauna manipulate gareko ho prachanda,NEGATIVE,0.9970481991767883,anger
@nikhiloli3584,2022-10-14 11:36:53,0.0,yo herda herdaii panii hamile kasto chor haru laii jiitai rakheko xau vaney bujhau brbrbrgive vote qualified visionbrbrbrlet u assume right person right authority happen brbra hrefhttpwwwyoutubecomresultssearchquerynonevernoneverabrso let give deserving one bra hrefhttpwwwyoutubecomresultssearchquerynonotagainnonotagaina,NEGATIVE,0.9792099595069885,neutral
@kkranain,2022-04-20 17:24:43,3.0,melodious song congratulation entire team,POSITIVE,0.9983723759651184,joy
@hirasinghkunwar9732,2022-11-02 08:35:33,0.0,lutera chor,NEGATIVE,0.9536498188972473,neutral
@ayushking7774,2022-06-29 09:40:40,0.0,parchandw chor,NEGATIVE,0.9665388464927673,neutral
@alpac188,2022-11-25 08:15:28,1.0,ah swatantra party baneko chai smart vako ho bhane communist party naam rakera afu chai bourgeoise capitalist nepotistic bhako kaa dekhun moto buddhi baka pkd le,NEGATIVE,0.989410400390625,joy
@milandeupa7180,2022-10-26 20:18:34,2.0,rip,NEGATIVE,0.9903631806373596,neutral
@mercedesbenz3751,2022-10-03 17:04:13,97.0,happy ramnavmi th day navratri indian advance,POSITIVE,0.9997311234474182,joy
@prasadprabhune869,2022-04-13 12:09:07,1.0,love indian army,POSITIVE,0.9997642636299133,neutral
@somlama8573,2022-02-22 11:08:54,2.0,one music singer multi talented singer rai king love big family,POSITIVE,0.9996564388275146,joy
@rghemant6234,2022-04-27 11:22:57,0.0,drem army officer,NEGATIVE,0.9946327209472656,neutral
@prabinmanandhar2,2022-04-12 13:26:09,9.0,song connect emotion better therapist lovely song,POSITIVE,0.9967808723449707,joy
@yagyaratnashakya9108,2022-10-20 05:02:30,0.0,still child mind,POSITIVE,0.9780325889587402,neutral
@nabin1767,2022-10-13 14:56:50,0.0,daju talk actor actress getting election,NEGATIVE,0.9717180728912354,neutral
@AYUSH-gb9sc,2022-04-08 12:41:50,1.0,marvel brdc brindian army,POSITIVE,0.9986905455589294,neutral
@bishalgc14,2022-10-21 10:33:14,0.0,well written spoken,POSITIVE,0.9998314380645752,neutral
@theshankarvlogs1376,2022-07-05 17:28:32,0.0,right prachanda jyu,POSITIVE,0.9986771941184998,neutral
@srndas5831,2022-07-26 09:17:46,0.0,rih restinhell,POSITIVE,0.6834427118301392,neutral
@sureshbohara6455,2022-10-13 14:03:41,0.0,broo make video sher bdr deuba kp oli,NEGATIVE,0.9630016088485718,neutral
@girishchandrasar1327,2021-12-24 03:26:43,1.0,love india,POSITIVE,0.9998458623886108,neutral
@tapish90,2022-07-25 11:42:35,0.0,song fit mostbrbrindian army goat greatest time,POSITIVE,0.9862226843833923,joy
@arzunsunar2247,2022-11-08 22:58:42,0.0,chor,NEGATIVE,0.98454350233078,neutral
@soltimahesh,2022-10-15 11:52:32,1.0,god option nai narakheko vaye hunthiyo bris prachandra evil sound perfect,POSITIVE,0.5979238152503967,neutral
@LodiLodi101,2022-10-13 21:55:42,0.0,thank u,POSITIVE,0.9998247027397156,neutral
@curiosity7HuB,2022-05-22 05:16:59,0.0,india never want war enemy want war give give taste real power look like,POSITIVE,0.9990271329879761,neutral
@arunpakhrin347,2022-10-31 20:14:44,1.0,nice song,POSITIVE,0.9998550415039062,joy
@sushioudenaarde,2022-11-09 16:45:29,0.0,listing feeling capacity motivate sobrmany people tobrkill die supported force,POSITIVE,0.9200268387794495,joy
@Visit_goal,2022-09-12 03:30:35,0.0,miss soldars jay hind,NEGATIVE,0.9985259175300598,neutral
@bappadityasingha2001,2022-03-26 05:43:04,2.0,jai hind,NEGATIVE,0.9923198819160461,neutral
@galaxyone6360,2022-10-23 06:11:21,0.0,muzi chor terrorist,NEGATIVE,0.9979245662689209,fear
@dipayandikshit3878,2022-07-17 18:43:27,0.0,song full josh,POSITIVE,0.9942551255226135,surprise
@Venture_93,2022-11-11 06:15:07,26.0,literally brother reflected whole prachanda mindsetbrproud work,POSITIVE,0.9928873181343079,joy
@kamalprasadjoshi4425,2022-08-16 09:18:44,0.0,yo prachande haram,NEGATIVE,0.989547073841095,neutral
@bkkhatiwada570,2022-04-12 12:06:17,1.0,nice song,POSITIVE,0.9998550415039062,joy
@ancud7958,2022-10-07 14:22:06,0.0,god loved world much gave son jesus christ mankind man belief jesus christ may inherit eternal life confess sin jesus christ faithful forgive u jesus inherit eternal lifethe word close mouth heart word word faith preach confess mouth jesus lord believe heart god raised dead saved believing heart righteousness obtained confessing mouth salvation attained scripture say quotwhoever belief put shamequot,NEGATIVE,0.7623785734176636,joy
@Gideon01,2021-11-08 15:12:15,345.0,feast eye soldier certainly know march obvious lot training discipline gone high standard indicate soldier know stuff would probably well battlefield wellbrthat said wish india peace may never put armed force testbrgreetings israel,NEGATIVE,0.9878368973731995,joy
@takerulee9342,2022-10-04 00:25:57,0.0,take china head head india yet ability even china military force weak soldier killed ask negotiation never end never result china build defense system settlement along border show there sided negotiation india india rammed soldier border talk talk talk tv press india dont dare fighting back big brother russia plus india believe russia stop china aggressive keep dreaming russia stand india related china,NEGATIVE,0.9743877053260803,anger
@ganandrarai9380,2022-02-18 14:58:21,0.0,great sir,POSITIVE,0.999818742275238,neutral
@cheeksmohan9043,2021-11-25 07:36:10,10.0,proud indian,POSITIVE,0.9998643398284912,joy
@akhan9969,2021-12-12 00:19:54,1.0,less film saving senior official whats wrong air force thing falling one one,NEGATIVE,0.9995937943458557,surprise
@Pageant_memes,2022-11-09 04:33:53,26.0,word doesnt want balen amp harka work properly durghatana huna sakxa threat old man,NEGATIVE,0.9993481040000916,fear
@bharatchhindal6529,2022-06-11 18:29:39,9.0,gaddar prachabdey problem nepal real vilian,NEGATIVE,0.9898644089698792,neutral
@kamalsapkota8297,2022-10-03 02:06:42,0.0,tik hooo ba stop corruption please saying everyone,POSITIVE,0.8201220035552979,anger
@mohanmagar171,2022-04-18 13:00:44,2.0,nice song,POSITIVE,0.9998550415039062,joy
@roshanshahithakuri2807,2022-10-14 07:14:02,0.0,hrefhttpwwwyoutubecomresultssearchquerynonoa vote congress yemale mahowadi gathabandan,NEGATIVE,0.9794272184371948,neutral
@soltee2780,2022-02-19 19:43:32,0.0,yo neta lai dekhne bittikai rish uthxa yesta lai support garne tapai haru k khako manxe haru ho yo desh bechuwa ho rastraghati ho yo brbrbiswsa dai rajesh sir big fan plus always support,POSITIVE,0.746173620223999,joy
@bhuwanmagar8391,2022-01-29 20:36:47,0.0,rip killer,NEGATIVE,0.9765233397483826,anger
@Viswavidyalay,2021-11-04 06:27:54,3.0,respect ncc cadet,POSITIVE,0.999214768409729,anger
@ganeshbc6514,2022-11-04 02:38:28,0.0,nice song,POSITIVE,0.9998550415039062,joy
@rijanshrestha695,2022-11-07 12:39:13,17.0,wow wish see ex king president perfect duo,POSITIVE,0.9995138645172119,surprise
@adshakhanattitude6547,2022-09-18 15:04:12,5.0,love indian army proud bri indian muslim,POSITIVE,0.999680757522583,joy
@SamarVlog,2022-02-24 14:34:33,0.0,well wish best,POSITIVE,0.9796987771987915,sadness
@prashantsingh5701,2022-04-19 10:14:18,1.0,literally song enough make feel motivated brjai hind,NEGATIVE,0.9947404265403748,joy
@sandeepshakya688,2022-11-10 00:18:02,0.0,dear sanjay ji bringing old political leader podcast shameful act please dont deserve podcast please dont bring old hypocrite show beg nepal need young better leader,NEGATIVE,0.970633864402771,sadness
@rajeshkurumath580,2022-10-04 14:57:54,5.0,path success easy crucial year behind historical moment come,POSITIVE,0.9994530081748962,joy
@Pageant_memes,2022-11-08 12:34:09,0.0,bryou idea much youth hate,NEGATIVE,0.9968578815460205,anger
@chaudharysamir465,2022-11-08 21:55:12,0.0,teacher nai thik thiyo,POSITIVE,0.9840393662452698,neutral
@indianairforce1932,2022-08-15 12:10:29,0.0,iam aadesh friend want serve country want fighter jet pilot indian airforce friend pranish want soldier indian army friend prince want submariner indian navy,POSITIVE,0.7428016662597656,surprise
@thesisLAx,2022-10-03 16:47:20,4.0,still tejas sale still country serious combat need possible trainer border patrol aircraft americasbrbrstill could catch africa south america county like myanmar,NEGATIVE,0.9453738927841187,sadness
@KARAN.FF1526,2022-05-20 15:48:44,0.0,love indian army jai hind,POSITIVE,0.9988347887992859,neutral
@JM-rc5xv,2022-11-11 12:28:10,4.0,never come nepal till fight finished,NEGATIVE,0.9827907085418701,neutral
@safaladhikary558,2022-11-13 11:39:21,2.0,podcast inspiration dont call loosers set brnothing learn negative vibe,NEGATIVE,0.9967273473739624,sadness
@gyanukhedekarfitness4643,2022-03-30 11:37:52,0.0,jay hind sir,NEGATIVE,0.9854103326797485,neutral
@JM-rc5xv,2022-02-18 12:30:21,0.0,much u get black money,NEGATIVE,0.9980655312538147,sadness
@ujwalrajpandey2103,2022-11-08 14:21:37,1.0,mf sanjay gupta would anything money youth shouldnt get influenced kind interview fuck gupta unsubscribed blocked reported grow bitch,NEGATIVE,0.9964584708213806,anger
@beingentrepreneur4735,2022-11-13 08:22:26,1.0,dont teach father bb,NEGATIVE,0.9977076053619385,neutral
@MrKewalrai,2022-06-30 20:18:38,0.0,terima chor prachande,NEGATIVE,0.9046923518180847,neutral
@utpalbhowmick6281,2022-10-03 17:19:34,0.0,helicopter shit modern war easy target shoulder fire ground air missile need hour mobile truck mounted artillery gun lakh around china border pakistan border indian artillery engage enemy infantry job indian army infantry rush hundred kilometer per hour towards bejing islamabad shooting way left right center operation blizthkrige,NEGATIVE,0.956669807434082,anger
@Milinddcful,2022-01-05 15:20:21,0.0,great song jai hind,POSITIVE,0.9973330497741699,joy
@mohanphuyal7507,2022-02-22 06:22:15,0.0,nepalese lost life prachanda jail,NEGATIVE,0.9942061901092529,sadness
@TrueSpeak-TS,2022-10-19 03:48:50,0.0,hrefhttpswwwyoutubecomwatchvofqninvjampta lose,NEGATIVE,0.9994542002677917,neutral
@pakistanlostitstinylullahi4859,2022-10-03 17:14:27,19.0,heavy combat version called yodha warrior,POSITIVE,0.861595094203949,neutral
@grishmakhanal1655,2022-11-05 15:38:28,2.0,underrated channel bro explain good,POSITIVE,0.9923107624053955,neutral
@dot6441,2022-10-31 14:11:46,0.0,good info better host wion talk like typical anchor putting much weight certain word palkis way better plain simple professional,NEGATIVE,0.9977262616157532,neutral
@mercedesbenz3751,2021-12-12 19:10:42,59.0,wanted foreigner understand lyricsbrits right indian epicsbrdeath end fear death go roar sky,NEGATIVE,0.9759233593940735,fear
@official.indian.military6481,2022-04-09 07:34:14,0.0,dream go indian army year old proud country jai hind jai bharat,POSITIVE,0.9997246861457825,joy
@kalingaranjan2074,2022-10-04 09:37:56,4.0,way hal tejas lca also tremendous job done hal teamwell done india proud hal brbrand one thing indian government give hal responsibility entire complete making maintenance rafael fighter aircraft instead ineligible experience private organization hal government organization well capable enough,POSITIVE,0.9986124038696289,joy
@abishekgurung19,2022-10-13 14:11:17,0.0,evil nepal,NEGATIVE,0.9976065158843994,fear
@ricococo2944,2022-11-16 16:56:12,2.0,keep good work,POSITIVE,0.9998666048049927,neutral
@lalausmanbaloch1451,2022-10-25 09:56:49,1.0,respect balochistan free balochistan,POSITIVE,0.9987748265266418,neutral
@harvey2733,2022-02-10 17:37:11,1.0,goosebump hrefhttpswwwyoutubecomwatchvbstrgyicampta loved jai hind vande mataram,NEGATIVE,0.943755030632019,neutral
@shivbaba2672,2022-10-08 14:47:12,0.0,longrange attack short range attack unguided weapon gun mean valnarable missile attack ground day missile chase plane poor option used destroying enemy camp technology use chasing terrorist kashmir,NEGATIVE,0.9985606074333191,anger
@saritadewangan8129,2022-04-11 12:29:14,0.0,indian army always respectable love bless may long life good helth br,POSITIVE,0.9982366561889648,joy
@abcdefgh6121,2022-07-27 15:19:01,0.0,hrefhttpswwwyoutubecomwatchvreawlkuzncampta sound heard many time,NEGATIVE,0.9837449789047241,neutral
@tamkukaali1289,2022-07-05 13:33:05,0.0,jai hind everyone proud indian army,POSITIVE,0.9878612160682678,joy
@ishandaaspirants4038,2022-08-27 10:59:42,0.0,feeling proud life dream serve country thats preparing nda,POSITIVE,0.9996404647827148,joy
@thapachandra9769,2022-02-18 16:46:38,0.0,wow great leader im phida bhaing best wish mr parchanda,POSITIVE,0.9985412359237671,surprise
@parashbudhathoki9645,2022-11-01 03:52:48,2.0,nice song,POSITIVE,0.9998550415039062,joy
